,MAE,MAE,RMSE,RMSE,R2,R2
,mean,std,mean,std,mean,std
Model,,,,,,
Linear Regression,4.7596392417173465,0.01787213644966904,5.973921563838035,0.02026544947966001,0.5946888174447761,0.005196594566004724
Random Forest,3.1239268574989003,0.01913768703960731,3.9256754601475192,0.03279052624877877,0.8249781643557631,0.0027366196815536204
XGBoost,3.199333333317206,0.06740790601617788,4.018417900130006,0.08922723542406613,0.8165547811958402,0.00800290079664097
