MAE_A,MAE_B,diff_A_minus_B,ci95_low,ci95_high,p_bootstrap,p_wilcoxon,A_better_share_pct,n_orders,split,A,B,day_block_ci_low,day_block_ci_high
3.137415242278539,3.1854176054244583,-0.04800236314591913,-0.07659498112251778,-0.02016822551513757,0.001,0.0001450744825422646,51.65076231216409,9117,random,Random Forest,XGBoost,-0.0721967193520475,-0.025346588116166576
3.1854176054244583,4.766913975732809,-1.5814963703083507,-1.652719715636522,-1.5123217621634082,0.0005,0.0,66.0963036086432,9117,random,XGBoost,Linear Regression,-1.652761200856116,-1.5031224740831208
3.1925364385955883,3.2233711217839462,-0.030834683188357533,-0.05853153704065216,-0.0029563500297507704,0.032,0.0037638773019863644,50.98454372221046,9446,temporal,Random Forest,XGBoost,-0.06132583814789923,0.00012419736924165645
3.2233711217839462,4.7645865971128325,-1.541215475328886,-1.6119041882463694,-1.4724906296615923,0.0005,0.0,65.07516409062036,9446,temporal,XGBoost,Linear Regression,-1.6116572616358726,-1.4747659783531832
