,MAE,MAE,RMSE,RMSE,R2,R2
,mean,std,mean,std,mean,std
Model,,,,,,
Random Forest,3.1434092363028068,0.030095176953441813,3.9358175417212875,0.013605606453251921,0.8242557978831047,0.0032005777962826527
XGBoost,3.19033679415061,0.053309214342679025,4.007795788374333,0.04621099249182919,0.8177418767216493,0.0056906762925743965
