multiple_deliveries,MAE,median_AE,bias,n
0.0,3.211698917913725,2.691561698913574,0.09926560948084055,2813
1.0,3.1793753359597527,2.7206764221191406,0.27012146064382375,5642
2.0,3.1622366260154178,2.661518096923828,-0.2840468712763698,377
3.0,2.495631049661075,2.3868675231933594,-0.036233071719898896,85
,3.3230787992477415,2.8660898208618164,-0.640236554145813,200
