,v1,v1,v1,v2,v2,v2
,MAE,RMSE,R2,MAE,RMSE,R2
Model,,,,,,
Linear Regression,4.802386641230295,6.034174841906277,0.5872234718870253,4.766913975732809,5.979703240143791,0.5946422533930544
Random Forest,3.174264089533353,4.0075730316789375,0.8179284434511818,3.137415242278539,3.947456678411895,0.8233498708718963
XGBoost,3.187934875488281,4.00160757186155,0.8184701204299927,3.1854176054244583,4.022008960191227,0.8166143783724562
